timestamp,x,xdot,theta,thetadot,action
1665342819.622267,-0.4111139257006304,-0.3224023625568439,0.11487580985956006,0.14303772391710062,2.1382762494909335
1665342819.656233,-0.42186067111919184,-0.2556470048637838,0.11964373399013008,0.09973008717060514,2.2049803299544757
1665342819.690258,-0.43038223794798464,-0.1868426843566824,0.12296807022915025,0.055747069511268545,2.2438645498132765
1665342819.724427,-0.4366103274265407,-0.11685759995293989,0.12482630587952587,0.011664751003428904,2.2548284248947934
1665342819.758297,-0.44050558075830537,-0.04656230445508226,0.1252151309129735,-0.03195160075276593,2.238129535791027
1665342819.792207,-0.44205765757347476,0.023181247462881777,0.12415007755454797,-0.07455266708294045,2.194374429460146
1665342819.826228,-0.441284949324712,0.09153035679015793,0.1216649886517833,-0.11560984967044195,2.1245065557399156
1665342819.860381,-0.43823393743170674,0.15767187629112006,0.1178113269961019,-0.15461986854059984,2.029791265552921
1665342819.89442,-0.4329782082220027,0.22083207584870024,0.11265733137808191,-0.19110934903949361,1.9117977971657534
1665342819.928654,-0.42561713902704607,0.2802860000990392,0.10628701974343213,-0.22463950770439095,1.7723781176804403
1665342819.962802,-0.4162742723570781,0.3353662304812336,0.09879903615328577,-0.25481097780881223,1.613642478222734
1665342819.996983,-0.4050953980077036,0.38547095178473867,0.09030533689299203,-0.28126873788558865,1.4379315865058218
1665342820.030175,-0.39224636628154563,0.43007121254768893,0.08092971229680573,-0.3037070296190808,1.2477853969405677
1665342820.064406,-0.37791065919662264,0.46871726161324295,0.07080614464283637,-0.32187408408503304,1.045908657657356
1665342820.098452,-0.3622867504761812,0.5010438418701129,0.0600770085066686,-0.33557642550752254,0.8351335219487925
1665342820.132804,-0.3455852890805108,0.5267743282387576,0.04889112765641784,-0.3446824958923552,0.6183797111673734
1665342820.166828,-0.32802614480588554,0.5457236111237963,0.03740171112667267,-0.3491253459390799,0.3986128875285696
1665342820.200078,-0.3098353577684257,0.5577996487525898,0.025764199595370005,-0.3489041682059095,0.17880203944305476
1665342820.234275,-0.2912420361433394,0.563003641038517,0.01413406065517302,-0.3440845048191402,-0.03812321747579442
1665342820.26833,-0.27247524810872215,0.5614288119646134,0.00266457716120168,-0.33479703802846256,-0.24931447526940603
1665342820.302769,-0.25376095437656837,0.553257824445822,-0.00849532410641374,-0.32123495899659843,-0.45204457097941075
1665342820.336579,-0.23531902689504097,0.5387588883238175,-0.01920315607296702,-0.3036499983473234,-0.6437449667570391
1665342820.371084,-0.21736039728424705,0.5182806557384667,-0.02932482268454447,-0.2823472811523224,-0.8220397367637953
1665342820.404644,-0.20008437542629817,0.49224602616873486,-0.038736398722955215,-0.2576792306161148,-0.9847755849377477
1665342820.438191,-0.183676174554007,0.46114500421256466,-0.04732570641015904,-0.2300387827310163,-1.1300474969474312
1665342820.472578,-0.16830467441358818,0.42552676583877963,-0.05499366583452625,-0.1998521859648036,-1.2562198101104889
1665342820.507091,-0.15412044888562887,0.38599109348429755,-0.06165540536668637,-0.16757164644737282,-1.3619426501786254
1665342820.541694,-0.14125407910281895,0.3431793379111768,-0.06724112691493213,-0.13366804407562263,-1.4461638205523215
1665342820.575172,-0.12981476783911305,0.29776505673376946,-0.07169672838411954,-0.09862389468183827,-1.508136329263655
1665342820.609774,-0.1198892659479874,0.2504444678916468,-0.07498419154018082,-0.0629266753710972,-1.5474217987812133
1665342820.643529,-0.11154111701826584,0.20192684307495684,-0.07708174738588407,-0.027062571941500614,-1.5638900252458279
1665342820.677148,-0.10481022224910061,0.15292495303068165,-0.07798383311726742,0.008489344226534683,-1.5577149433341595
1665342820.711685,-0.09971272381474455,0.10414566525136212,-0.07770085497638293,0.04326254197881437,-1.5293672198808077
1665342820.745148,-0.09624120163969915,0.05628078574485866,-0.07625877024375578,0.07680811525840607,-1.4796036547131015
1665342820.779787,-0.09436517544820386,0.009998230837085113,-0.07369849973514225,0.10869959094591428,-1.4094535222299072
1665342820.81351,-0.09403190108696768,-0.034066387827999235,-0.07007518003694511,0.13853751516558205,-1.3202019524652038
1665342820.847278,-0.09516744734790099,-0.07531768232201069,-0.06545726286475904,0.16595385164980683,-1.2133704340159277
1665342820.881868,-0.09767803675863468,-0.11320782766953064,-0.05992546780976549,0.19061619419856185,-1.0906945286769243
1665342820.915468,-0.1014516310142857,-0.14724323612332654,-0.05357159466981343,0.21223175883150702,-0.9540989209089024
1665342820.949199,-0.10635973888506325,-0.1769904809804084,-0.046497202708763195,0.23055108509436326,-0.8056699828175549
1665342820.983698,-0.1122594215844102,-0.2020813863442935,-0.03881216653895109,0.24537134520531798,-0.6476261122691969
1665342821.017468,-0.11899546779588666,-0.22221720440239598,-0.030633121698773823,0.2565391387010418,-0.48228619049309684
1665342821.051978,-0.1264027079426332,-0.237171810907484,-0.02208181707540576,0.26395264219030656,-0.31203659656137045
1665342821.085697,-0.13430843497288267,-0.2467938628919623,-0.01328339566906221,0.2675629904139126,-0.1392972993213616
1665342821.119507,-0.1425348970692814,-0.2510078799821756,-0.004364629321931789,0.2673747859231601,0.033512386955230955
1665342821.153376,-0.1509018264020206,-0.2498142313173634,0.004547863542173548,0.2634456684026754,0.20400775664992704
1665342821.187199,-0.1592289674459327,-0.24328803290481446,0.01332938582226273,0.2558849174738065,0.36987174032465037
1665342821.221168,-0.16733856854275986,-0.2315769838653534,0.021858883071389612,0.2448511100865268,0.5288863920833331
1665342821.255222,-0.17505780133827165,-0.21489819293016044,0.030020586740940505,0.2305489001904263,0.6789622764610524
1665342821.289106,-0.18222107443594365,-0.19353406729580594,0.03770555008062138,0.21322502929792034,0.8181652735036344
1665342821.324051,-0.18867221001247053,-0.1678273533226469,0.04481305105721873,0.19316370768405636,0.9447404178254016
1665342821.357719,-0.19426645512322543,-0.13817543173931124,0.05125184131335394,0.17068152453578014,1.0571324937194528
1665342821.391437,-0.19887230284786914,-0.1050239786112576,0.05694122546454661,0.14612205025819622,1.1540032145418164
1665342821.425167,-0.20237310213491105,-0.068860107426401,0.06181196047315315,0.11985028596122019,1.2342449121289074
1665342821.459978,-0.2046684390491244,-0.030205107740953425,0.06580697000519382,0.09224709599100665,1.2969907442480348
1665342821.493983,-0.20567527597382285,0.010393107276988396,0.06888187320489404,0.06370373246274952,1.3416214907568154
1665342821.527937,-0.2053288390645899,0.052367737376867944,0.07100533095365236,0.034616529945214365,1.367769050699027
1665342821.561703,-0.2035832478186943,0.0951409152709182,0.0721592152851595,0.00538181769271116,1.3753167740678296
1665342821.595446,-0.20041188397633036,0.13813151631686846,0.07233860920824987,-0.023608930309964544,1.3643967667619283
1665342821.629205,-0.19580750009910142,0.18076287007332068,0.07155164486458439,-0.051973707910532824,1.3353843003536003
1665342821.664091,-0.1897820710966574,0.22247029099443957,0.06981918793423329,-0.07934436480633086,1.2888894456283382
1665342821.697183,-0.18236639473017607,0.2627083492525155,0.06717437577402226,-0.10537078632437373,1.2257460365667379
1665342821.731256,-0.17360944975509224,0.30095780515170345,0.06366201622987647,-0.12972487617849804,1.1469980650869962
1665342821.765373,-0.16357752291670213,0.3367321321459108,0.0593378536905932,-0.15210434116203464,1.0538836108352516
1665342821.799327,-0.15235311851183844,0.369583554625619,0.054267708985192044,-0.17223625950641422,0.9478164273291931
1665342821.833439,-0.14003366669098447,0.3991085280515917,0.04852650033497824,-0.18988039515393915,0.830365336615611
1665342821.867236,-0.12673004908926475,0.42495259139418345,0.042197153829846935,-0.20483220140001457,0.7032316280705468
1665342821.901202,-0.11256496270945864,0.4468145258490255,0.03536941378317978,-0.21692544210083708,0.5682247099627369
1665342821.935259,-0.09767114518115778,0.46444975997844257,0.02813856571315188,-0.22603434934501787,0.4272363203209736
1665342821.96939,-0.0821894865152097,0.4776729701060274,0.020604087401651282,-0.23207523488343854,0.28221366092379047
1665342822.003399,-0.06626705417834212,0.4863598360474611,0.012868246238869997,-0.23500747952539294,0.13513186897707424
1665342822.037428,-0.050055059643426755,0.49044792589297737,0.005034663588023566,-0.234833839948192,-0.012033720241540868
1665342822.071496,-0.033706795446994176,0.48993669909505944,-0.0027931310769161687,-0.2316000347341433,-0.15733504426744593
1665342822.105646,-0.017375572143825527,0.4848866338616944,-0.010513132234720945,-0.22539359888105148,-0.2988780394888748
1665342822.139869,-0.001212684348435713,0.47541750195985777,-0.01802625219742266,-0.21634202586066262,-0.4348481613953763
